id,tsevent_id,year,month,day,timestamp,doubtful,country,state,location_name,latitude,longitude,region_code,distance_from_source,arr_day,arr_hour,arr_min,travel_time_hours,travel_time_minutes,water_ht,horizontal_inundation,type_measurement_id,period,first_motion,deaths,deaths_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_damaged,houses_damaged_description,houses_destroyed,houses_destroyed_description
19372,3562,1008,4,11,1008-04-11T00:00:00,,IRAN,,SIRAF,27.66666,52.3425,30,1,,,,,,,,1,,,,3,,,,1,,,,
16152,3644,1879,7,11,1879-07-11T18:00:00,,EGYPT,,TOR,28.237,33.614,30,104,,,,,,,,1,,,,,,,,,,,,
16153,3645,1884,7,20,1884-07-20T09:30:00,,ERITREA,,MASSSAWA,15.61,39.45,30,19,,,,,,,,1,,,,,,,,,,,,
16154,3646,1969,3,31,1969-03-31T00:00:00,,EGYPT,,SHADWAN ISLAND,27.5,34.0,30,22,,,,,,,,1,,,,,,,,,,,,
33467,2256,1995,11,22,1995-11-22T04:15:11,,EGYPT,,NUWEIBA HARBOR,28.975,34.66,30,21,,,,,,4.0,,1,,,,,,,,1,,,,
33466,2256,1995,11,22,1995-11-22T04:15:11,,EGYPT,,TABA,29.49,34.89,30,74,,,,,,,,1,,,,,,,,,,,,
33465,2256,1995,11,22,1995-11-22T04:15:11,,ISRAEL,,ARDAG,29.54,34.93,30,80,,,,,,1.0,,1,,,,,,,,,,,,
33470,2256,1995,11,22,1995-11-22T04:15:11,,ISRAEL,,ELAT NAVY PORT,29.544,34.95,30,81,,,,,,0.25,,2,,,,,,,,,,,,
6354,2256,1995,11,22,1995-11-22T04:15:11,,JORDAN,,AQABA PORT,29.52,35.0,30,80,,,,,,,,1,,,,,,,,1,,,,
33469,2256,1995,11,22,1995-11-22T04:15:11,,EGYPT,,WESTERN SHORELINES OF GULF ELAT,29.27,34.72,30,50,,,,,,,,1,,,,,,,,1,,,,1
33468,2256,1995,11,22,1995-11-22T04:15:11,,EGYPT,,B/W NUWEIBA AND DAHAB,28.75,34.62,30,19,,,,,,,50.0,1,,,,,,,,,,,,
32844,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,BANAK PARK,27.84243,52.01888,30,8,,,,,,0.9,10.0,5,,,,,,,,,,,,
32843,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,BARDESTAN ESTUARY,27.84687,51.98526,30,5,,,,,,1.0,140.0,5,,,,,,,,,,,,
32842,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DAYYER (COAST),27.83504,51.94269,30,0,,,,,,2.5,190.0,5,,,,,,,,1,,,,
32841,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DAYYER (MUNICIPAL JETTY),27.83329,51.93736,30,0,,,,,,2.5,170.0,5,,,,,,,,1,,,,
33480,5643,2017,3,19,2017-03-19T04:30:00,M,OMAN,,QUARYAT,23.26,58.93,30,866,,,,,,0.12,,2,15.0,,,,,,,,,,,
33479,5643,2017,3,19,2017-03-19T04:30:00,M,OMAN,,MUSCAT,23.63,58.57,30,812,,,,,,0.13,,2,10.0,,,,,,,,,,,
33478,5643,2017,3,19,2017-03-19T04:30:00,M,OMAN,,MAJIS,24.52,56.61,30,594,,,,,,0.13,,2,10.0,,,,,,,,,,,
33477,5643,2017,3,19,2017-03-19T04:30:00,M,QATAR,,DUKHAN,25.43,50.75,30,292,,,,,,0.15,,2,20.0,,,,,,,,,,,
33476,5643,2017,3,19,2017-03-19T04:30:00,M,QATAR,,RUWAIS,26.13,51.2,30,203,,,,,,0.16,,2,40.0,,,,,,,,,,,
33475,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,BUSHEHR,28.92,50.82,30,163,,,,,,0.13,,2,30.0,,,,,,,,,,,
33474,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,ASALUYEH,27.47,52.62,30,78,,,,,,1.17,,2,15.0,,,,,,,,,,,
33473,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DAYYER,27.84,51.94,30,1,,,,,,0.99,,2,20.0,,,,,,,,,,,
33483,5643,2017,3,19,2017-03-19T04:30:00,M,OMAN,,DIBA,25.65,56.27,30,494,,,,,,0.17,,2,,,,,,,,,,,,
33482,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,CHABAHR,25.3,60.6,30,906,,,,,,0.08,,2,,,,,,,,,,,,
33481,5643,2017,3,19,2017-03-19T04:30:00,M,OMAN,,SUR,22.57,59.52,30,961,,,,,,0.03,,2,15.0,,,,,,,,,,,
32423,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DAYYER,27.835,51.94,30,0,,,,,,,,7,,,2,1,22,1,,2,,,80,2
33472,5643,2017,3,19,2017-03-19T04:30:00,M,QATAR,,DOHA,25.3,51.52,30,285,,,,,,0.09,,2,20.0,,,,,,,,,,,
32840,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DAYYER (FISHING JETTY),27.83073,51.93079,30,1,,,,,,2.5,60.0,5,,,,,,,,1,,,,
32839,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,NORTH OLI,27.833,51.90383,30,4,,,,,,3.0,230.0,5,,,,,,,,,,,,
32838,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,BIBI-KHATOON,27.8466,51.80413,30,13,,,,,,2.0,600.0,5,,,,,,,,,,,,
32837,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DEMINGEZ (II),27.83347,51.72643,30,21,,,,,,,,5,,,,,,,,1,,,,
32836,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,DEMINGEZ (I),27.83206,51.68288,30,25,,,,,,1.8,120.0,5,,,,,,,,1,,,,
32835,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,KALI,27.84307,51.65871,30,28,,,,,,1.5,50.0,5,,,,,,,,1,,,,
32834,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,MOTAF PARK (IV),27.85233,51.60628,30,33,,,,,,,,5,,,,,,,,,,,,
32833,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,MOTAF PARK (III),27.84821,51.60296,30,33,,,,,,1.3,,5,,,,,,,,,,,,
32831,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,MOTAF PARK (I),27.84417,51.58194,30,35,,,,,,0.3,,5,,,,,,,,,,,,
32832,5643,2017,3,19,2017-03-19T04:30:00,M,IRAN,,MOTAF PARK (II),27.844,51.59367,30,34,,,,,,,,5,,,,,,,,,,,,
24,43,543,,,,,BULGARIA,,ODESSOS [VARNA],43.2167,27.9167,40,325,,,,,,,,1,,,,3,,,,3,,,,
25,43,543,,,,,BULGARIA,,DIONISIOUPOLIS [BALCHIK],43.4167,28.1667,40,348,,,,,,,,1,,,,3,,,,3,,,,
25852,2289,1615,6,5,1615-06-05T00:00:00,,UKRAINE,,FEODOSIYA,45.033,35.383,40,17,,,,,,,,1,,,,,,,,,,,,
15730,3564,1890,7,11,1890-07-11T07:55:00,,IRAN,,AHUR ADA,36.894,54.035,40,60,,,,,,,,1,,,,,,,,,,,,
15729,3564,1890,7,11,1890-07-11T07:55:00,,IRAN,,ANZALI,37.471,49.462,40,466,,,,,,,,1,,,,,,,,,,,,
15643,3536,1895,7,8,1895-07-08T21:30:00,,TURKMENISTAN,,UZUN-ADA,39.583,53.817,40,14,,,,,,,,1,,,,,,,,1,,,,1
25853,2296,1905,10,4,1905-10-04T22:29:00,,RUSSIA,,ANAPA,44.899,37.315,40,47,,,,,,,,1,,,,,,,,,,,,
2100,2299,1927,9,11,1927-09-11T22:15:48,,UKRAINE,,"BALAKLAVA, CRIMEA",44.5,33.6,40,72,,,,,,1.0,,1,,,,,,,,1,,,2,1
10853,2301,1939,12,26,1939-12-26T23:57:22,,TURKEY,,FATSA,41.028,37.501,40,222,,,,,,,20.0,2,,F,,,,,,,,,,
10854,2301,1939,12,26,1939-12-26T23:57:22,,GEORGIA,,POTI,42.167,41.683,40,322,,,,,,,,2,,R,,,,,,,,,,
11274,3297,1968,9,3,1968-09-03T08:19:52,,TURKEY,,AMASRA,41.733,32.4,40,11,,,,,,3.0,,1,,,,,,,,,,,,
16342,2303,1970,12,4,1970-12-04T01:59:25,,RUSSIA,,SOCHI,43.6,39.73,40,41,,,,,,0.8,,2,5.0,,,,,,,,,,,
33370,5703,1990,6,20,1990-06-20T21:00:09,,IRAN,,KIASHAHR,37.42988,49.96856,40,72,,,,,,2.0,1000.0,5,,,,,,,,,,,,
33371,5703,1990,6,20,1990-06-20T21:00:09,,IRAN,,JAFROOD,37.45382,49.70346,40,61,,,,,,1.0,40.0,5,,,,,,,,,,,,
33369,5703,1990,6,20,1990-06-20T21:00:09,?,IRAN,,RUDSAR,37.12354,50.33305,40,84,,,,,,,500.0,5,,,,,,,,,,,,
33367,5703,1990,6,20,1990-06-20T21:00:09,,IRAN,,CHABOKSAR,36.96689,50.58892,40,105,,,,,,1.0,,5,,,,,,,,,,,,
33372,5703,1990,6,20,1990-06-20T21:00:09,?,IRAN,,HAVIGH,38.1537,48.91313,40,140,,,,,,,,5,,,,,,,,,,,,
33368,5703,1990,6,20,1990-06-20T21:00:09,?,IRAN,,NAMAKABROOD,36.69367,51.3135,40,172,,,,,,1.0,10.0,5,,,,,,,,,,,,
6582,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,GUZELYALI (EREGLI),40.70165,29.66025,40,27,,,,,,1.25,4.0,5,,F,,,,,,,,,,
6583,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,KARAMURSEL,40.6946,29.6163,40,31,,,,,,1.25,,5,,F,,,,,,,,,,
6601,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,HEREKE,40.781,29.6265,40,29,,,,,,1.8,30.0,5,,,,,,,,,,,,
10036,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,ARICA,DARICA,40.758,29.4,40,48,,,,,,1.0,4.0,5,,,,,,,,,,,,
10037,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,ESKIHISAR,40.76911,29.4286,40,46,,,,,,1.0,15.0,5,,,,,,,,,,,,
10039,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,TAVSANCIL,40.767,29.572,40,34,,,,,,1.5,30.0,5,,F,,,,,,,,,,
10041,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,YARIMCA (GUBRETAS) PIER,40.7717,29.72959,40,20,,,,,,2.5,60.0,5,,F,,,,,,,,,,
10042,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,KILER POINT,40.7429083,29.77339,40,17,,,,,,2.5,20.0,5,,,,,,,,,,,,
10043,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,DERINCE PORT,40.748,29.825,40,12,,,,,,2.5,,5,,F,,,,,,,,,,
10044,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,CENE SUYU,40.75039,29.84999,40,10,,,,,,2.0,60.0,5,,F,,,,,,,,,,
10045,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,ULASLI,40.7074,29.6962,40,24,,,,,,2.0,5.0,5,,F,5,1,,,,,,,,
6581,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,HALIDERE,40.717,29.7592,40,18,,,,,,0.8,60.0,5,50.0,F,,,,,,,,,,
6580,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,DEGIRMENDERE,40.71328,29.73759,40,20,,,,,,2.5,35.0,5,,F,,,,,,,,,,
6578,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,SIRINYALI,40.7773,29.6741,40,25,,,,,,2.5,15.0,5,,,,,,,,,,,,
6579,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,YALIKENT,40.771,29.7333,40,20,,,,,,1.6,,1,,F,,,,,,,,,,
10038,2326,1999,8,17,1999-08-17T00:01:39,,TURKEY,,DILOVASI,40.769,29.525,40,38,,,,,,2.0,,5,,F,,,,,,,,,,
33109,4311,2007,5,7,2007-05-07T00:00:00,,BULGARIA,,BALCHIK,43.4038,28.1666,40,81,,,,,,1.2,,1,,,,,,,,1,,,,
33108,4311,2007,5,7,2007-05-07T00:00:00,,BULGARIA,,KAVARNA,43.4133,28.353,40,70,,,,,,0.9,,1,,,,,,,,1,,,,
33039,5679,2014,6,23,2014-06-23T00:00:00,M,UKRAINE,,ODESSA,46.47,30.74,40,,,,,,,2.5,50.0,1,,,,,15,1,,1,,,,
33040,5679,2014,6,23,2014-06-23T00:00:00,M,UKRAINE,,ILLICHEVSK,46.3,30.66,40,,,,,,,0.5,,1,,,,,,,,,,,,
10847,2301,1939,12,26,1939-12-26T23:57:22,,GEORGIA,,BATUMI,41.639,41.637,40,273,26,23,57,0,0,0.07,,2,,F,,,,,,,,,,
10852,2301,1939,12,26,1939-12-26T23:57:22,,RUSSIA,,TUAPSE,44.1,39.067,40,483,27,0,47,0,50,,,2,,R,,,,,,,,,,
10855,2301,1939,12,26,1939-12-26T23:57:22,,UKRAINE,,FEODOSIYA,45.033,35.383,40,677,27,1,17,1,20,,,2,,R,,,,,,,,,,
10848,2301,1939,12,26,1939-12-26T23:57:22,,UKRAINE,,NOVOROSSIYSK,46.117,32.633,40,901,27,1,10,1,13,0.53,,2,,R,,,,,,,,,,
10851,2301,1939,12,26,1939-12-26T23:57:22,,UKRAINE,,KERCH,45.358,36.476,40,670,27,2,39,2,42,,,2,,R,,,,,,,,,,
10850,2301,1939,12,26,1939-12-26T23:57:22,,UKRAINE,,SEVASTOPOL,44.617,33.533,40,731,27,2,12,2,15,0.5,,2,,R,,,,,,,,,,
10849,2301,1939,12,26,1939-12-26T23:57:22,,UKRAINE,,YALTA,44.5,34.167,40,687,27,0,50,0,53,0.27,,2,,R,,,,,,,,,,
11014,1,-2000,,,,,SYRIA,,UGARIT,35.583,35.75,50,12,,,,,,,,1,,,,3,,,,4,,,,
17601,3,-1610,,,,,SYRIA,,UGARIT,35.583,35.75,50,935,,,,,,,,1,,,,3,,,,3,,,,
1,3,-1610,,,,,GREECE,,N. AND E. COAST CRETE,35.5,25.0,50,106,,,,,,,,1,,,,3,,,,3,,,,
2,9,-479,,,,,GREECE,,"POTIDAEA, MACEDONIA",40.3,23.33,50,67,,,,,,,,1,,,,3,,,,,,,,
19365,10,-426,6,,,,GREECE,,THERMOPLYLES,38.8,22.55,50,17,,,,,,,,1,,,,,,,,1,,,,
3,10,-426,6,,,,GREECE,,ATALANTI ISLAND,38.675,23.096,50,42,,,,,,,,1,,,,,,,,1,,,,
34238,10,-426,6,,,,GREECE,,"SKARPHIA, MALIAKOS GULF",38.837,22.69,50,7,,,,,,,,1,,,,,,,,,,,,
4,10,-426,6,,,,GREECE,,CENEUM,40.173,22.487,50,143,,,,,,,,1,,,,,,,,,,,,
7,10,-426,6,,,,GREECE,,OPOUS,38.633,23.0833,50,45,,,,,,,800.0,1,,,,,,,,,,,,
34237,10,-426,6,,,,GREECE,,"ECHINOS, MALIAKOS GULF",38.88,22.72,50,3,,,,,,,,1,,,,,,,,,,,,
6,10,-426,6,,,,GREECE,,SKOPELOS,39.12,23.72,50,91,,,,,,,,1,,,,,,,,,,,,
17613,10,-426,6,,,,GREECE,,LICHADES ISLAND,38.815,22.816,50,14,,,,,,,,1,,,,,,,,,,,,
17612,10,-426,6,,,,GREECE,,THRONIUM,38.817,22.733,50,10,,,,,,,,1,,,,,,,,3,,,,3
5,10,-426,6,,,,GREECE,,DAPHNUS,38.747,22.867,50,22,,,,,,,,1,,,,,,,,,,,,
17611,10,-426,6,,,,GREECE,,OROBIES,38.817,23.233,50,47,,,,,,,5000.0,1,,,,3,,,,3,,,,3
19364,10,-426,6,,,,GREECE,,"TARPHE, MALIAKOS GULF (TARFI)",,,50,,,,,,,,,1,,,,,,,,1,,,,
8,11,-373,,,,,GREECE,,"HELICE, PELOPONNESUS",38.21,22.13,50,11,,,,,,,,1,,,,3,,,,3,,,,3
17621,3092,-227,,,,,GREECE,,ISLAND OF RHODES,36.167,28.0,50,31,,,,,,,,1,,,,,,,,1,,,,
19368,15,-138,,,,,LEBANON,,SUR [TYRE],33.2733,35.1939,50,,,,,,,,,1,,,,,,,,,,,,
19367,15,-138,,,,,ISRAEL,,AKKO (ACRE),32.924,35.073,50,,,,,,,,,1,,,,3,,,,,,,,
19366,15,-138,,,,,LEBANON,,SIDON,33.5631,35.3689,50,,,,,,,,,1,,,,3,,,,,,,,
17631,3714,-58,,,,,ALBANIA,,DURAZZO,41.323,19.441,50,6,,,,,,,,1,,,,,,,,,,,,
16092,19,-23,,,,,EGYPT,,ALEXANDRIA,31.2,29.919,50,,,,,,,,,1,,,,,,,,,,,,
16093,19,-23,,,,,EGYPT,,PELUSIUM,31.133,32.667,50,,,,,,,,,1,,,,,,,,,,,,
17632,23,62,,,,,GREECE,,LEBENA,34.931,24.929,50,34,,,,,,,,1,,,,,,,,,,,,
16533,4396,115,12,13,0115-12-13T00:00:00,,ISRAEL,,CAESAREA,32.483,34.883,50,418,,,,,,,,1,,,,,,,,,,,,
12,27,142,,,,,GREECE,,ISLAND OF SERIFOS,37.15,24.5,50,315,,,,,,,,1,,,,,,,,2,,,,2
10,27,142,,,,,GREECE,,ISLAND OF SYMI,36.58,27.83,50,20,,,,,,,,1,,,,,,,,2,,,,2
11,27,142,,,,,GREECE,,ISLAND OF KOS,36.8933,27.2889,50,67,,,,,,,,1,,,,,,,,2,,,,2
9,27,142,,,,,GREECE,,ISLAND OF RHODES,36.167,28.0,50,59,,,,,,,,1,,,,,,,,2,,,,2
10864,3427,258,,,,,ITALY,,ROME,41.9,12.45,50,0,,,,,,,,7,,,,,,,,,,,,
10865,34,342,7,,,,GREECE,,THRACE,41.3,19.5,50,,,,,,,,,1,,,,,,,,,,,,
25838,3474,346,,,,,ALBANIA,,DURRES (DYRRACHIUM),41.3231,19.4414,50,9,,,,,,,,1,,,,,,,,1,,,,1
10866,36,348,,,,,SYRIA,,ARWAD ISLAND,34.85,35.85,50,110,,,,,,,,1,,,,,,,,,,,,
10868,36,348,,,,,SYRIA,,SYRIAN COAST,,,50,,,,,,,,,1,,,,,,,,,,,,
10867,36,348,,,,,LEBANON,,BEIRUT,33.53,35.3,50,45,,,,,,,,1,,,,,,,,,,,,
25832,2314,358,8,24,0358-08-24T00:00:00,?,TURKEY,,IZMIT (NICOMEDEA),40.77,29.94,50,3,,,,,,,,1,,,,,,,,,,,,
10856,38,365,7,21,0365-07-21T00:00:00,,SPAIN,,MALAGA,36.717,-4.417,50,2470,,,,,,,,1,,,,3,,,,3,,,,
16091,38,365,7,21,0365-07-21T00:00:00,,GREECE,,"GORTIS, CRETE",35.325,25.1306,50,197,,,,,,,,1,,,,,,,,,,,,
19371,38,365,7,21,0365-07-21T00:00:00,,CROATIA,,EPIDAURUS,42.5811,18.2181,50,939,,,,,,,,1,,,,,,,,,,,,
10857,38,365,7,21,0365-07-21T00:00:00,,ITALY,SICILY,ISLAND OF SICILY,38.18,15.56,50,752,,,,,,,,1,,,,,,,,,,,,
19370,38,365,7,21,0365-07-21T00:00:00,,SPAIN,,ADRA,36.7333,-3.0167,50,2346,,,,,,,,1,,,,,,,,,,,,
16148,38,365,7,21,0365-07-21T00:00:00,,EGYPT,,ALEXANDRIA,31.2,29.919,50,771,,,,,,,,1,,,,1,,,,1,,,,1
16,38,365,7,21,0365-07-21T00:00:00,,GREECE,,"KNOSSOS, CRETE",35.3,25.167,50,200,,,,,,,,1,,,5000,4,,,,2,,,,
18,38,365,7,21,0365-07-21T00:00:00,,GREECE,,"METHONI, PELOPONNESUS",36.818,21.703,50,234,,,,,,,,1,,,,,,,,1,,,,
15,38,365,7,21,0365-07-21T00:00:00,?,TURKEY,,ALEXANDRIA TROAS,40.154,26.407,50,647,,,,,,,,1,,,700,3,,,,,,,,
17,38,365,7,21,0365-07-21T00:00:00,,GREECE,,"ACHAEA, PELOPONNESUS",38.25,21.75,50,378,,,,,,,,1,,,,,,,,2,,,,
16215,3475,368,,,,,TURKEY,,BITHYNIA,,,50,,,,,,,,,1,,,,,,,,,,,,
10869,2315,407,,,,,ITALY,,ISCHIA ISLAND,40.733,13.95,50,1265,,,,,,,,1,,,,,,,,,,,,
10870,41,447,11,8,0447-11-08T00:00:00,,TURKEY,,ISTANBUL (CONSTANTINOPLE),41.019,28.965,50,41,,,,,,,,1,,,,,,,,,,,,
27,43,543,,,,,TURKEY,,GULF OF EDREMIT,39.583333,26.95,50,108,,,,,,,,1,,,,,,,,,,,,
26,43,543,,,,,CYPRUS,,APHRODISIO,35.4041667,33.7416667,50,754,,,,,,,,1,,,,3,,,,3,,,,
31,46,551,7,7,0551-07-07T00:00:00,,GREECE,,MALIACUS (MALIAKOS) GULF,,,50,,,,,,,,,1,,,,,,,,,,,,
10871,47,551,7,9,0551-07-09T00:00:00,,TURKEY,,LEVANTIAN SEA,,,50,,,,,,,,,1,,,,,,,,,,,,
28,46,551,,,,,GREECE,,"ECHINOS, MALIAKOS GULF",38.88,22.72,50,65,,,,,,,,1,,,,,,,,,,,,
30,46,551,,,,,GREECE,,"SKARPHIA, MALIAKOS GULF",38.837,22.69,50,59,,,,,,,,1,,,,,,,,,,,,
29,46,551,,,,,GREECE,,"TARPHE, MALIAKOS GULF (TARFI)",,,50,,,,,,,,,1,,,,,,,,,,,,
32,48,554,,,,,TURKEY,,GULF OF ANTALYA,,,50,,,,,,,,,1,,,,,,,,,,,,
33,48,554,,,,,GREECE,,ISLAND OF KOS,36.8933,27.2889,50,10,,,,,,,,1,,,,,,,,,,,,
10872,48,554,,,,,GREECE,,SOUTHERN SPORADES,,,50,,,,,,,,,1,,,,,,,,,,,,
10873,56,740,10,26,0740-10-26T00:00:00,,TURKEY,,IZMIT,40.77,29.94,50,54,,,,,,,,1,,,,,,,,,,,,
38,56,740,10,26,0740-10-26T00:00:00,,TURKEY,,THRACIAN COAST,41.0,29.0,50,42,,,,,,,,1,,,,,,,,,,,,
10874,59,746,1,18,0746-01-18T00:00:00,,LEBANON,,,,,50,,,,,,,,,1,,,,,,,,,,,,
10875,59,746,1,18,0746-01-18T00:00:00,,EGYPT,,COAST,,,50,,,,,,,,,1,,,,,,,,,,,,
10876,62,792,4,30,0792-04-30T00:00:00,,ITALY,,GULF OF VENICE,45.5,12.5,50,117,,,,,,,,1,,,,,,,,,,,,
10877,71,859,,,,,TURKEY,,SAMANDAGI,36.08,36.25,50,0,,,,,,,,1,,,,,,,,,,,,
16082,75,881,4,8,0881-04-08T00:00:00,,EGYPT,,ALEXANDRIA,31.2,29.919,50,,,,,,,,,1,,,,,,,,,,,,
10858,75,881,4,8,0881-04-08T00:00:00,,ISRAEL,,AKKO (ACRE),32.924,35.073,50,,,,,,,,,1,,,,,,,,,,,,
10878,3429,963,7,22,0963-07-22T00:00:00,,ITALY,SICILY,ISLAND OF SICILY,38.0,15.0,50,0,,,,,,,,1,,,,4,,,,,,,,
10879,81,975,10,26,0975-10-26T00:00:00,,TURKEY,,"MARMARA SEA, STRAIT OF BOSPORUS",41.04,28.98,50,0,,,,,,,,1,,,,,,,,,,,,
25678,84,1033,12,2,1033-12-02T00:00:00,,ISRAEL,,CAESAREA PHILIPPI,32.483,34.883,50,59,,,,,,,,1,,,,,,,,,,,,
25679,84,1033,12,5,1033-12-05T00:00:00,,LEBANON,,LEBANON COAST,33.8,35.8,50,116,,,,,,,,1,,,,,,,,,,,,
10887,84,1033,12,5,1033-12-05T00:00:00,,ISRAEL,,AKKO (ACRE),32.924,35.073,50,11,,,,,,,,1,,,,2,,,,,,,,
10886,84,1033,12,5,1033-12-05T00:00:00,,ISRAEL,,ASHKELON,31.667,34.55,50,154,,,,,,,,1,,,,,,,,,,,,
10885,84,1033,12,5,1033-12-05T00:00:00,,ISRAEL,,GAZA,31.52,34.43,50,173,,,,,,,,1,,,,,,,,,,,,
10889,87,1039,2,2,1039-02-02T00:00:00,,TURKEY,,ISTANBUL (CONSTANTINOPLE),41.019,28.965,50,324,,,,,,,,1,,,,,,,,,,,,
10890,3102,1050,,,,,GREECE,,ISLAND OF THIRA,,,50,,,,,,,,,1,,,,,,,,,,,,
10893,3103,1065,9,23,1065-09-23T00:00:00,,TURKEY,,ISTANBUL (CONSTANTINOPLE),41.019,28.965,50,,,,,,,,,1,,,,,,,,,,,,
10891,3103,1065,9,23,1065-09-23T00:00:00,,TURKEY,,NICOLIDEA,,,50,,,,,,,,,1,,,,,,,,,,,,
10892,3103,1065,9,23,1065-09-23T00:00:00,,TURKEY,,"PRINCES ISLANDS, MARMARA SEA",40.87,29.12,50,,,,,,,,,1,,,,,,,,,,,,
56,90,1068,3,18,1068-03-18T00:00:00,,ISRAEL,,HOLON,32.011,34.772,50,280,,,,,,,,1,,,,3,,,,3,,,,
10894,90,1068,3,18,1068-03-18T00:00:00,,ISRAEL,,ASHDOD,31.817,34.65,50,259,,,,,,,,1,,,,3,,,,3,,,,
10895,90,1068,3,18,1068-03-18T00:00:00,,ISRAEL,,YAVNE,31.817,34.717,50,259,,,,,,,,1,,,,3,,,,3,,,,
10896,98,1106,3,,,,ITALY,,MALAMOCCO,45.373,12.344,50,15,,,,,,,,1,,,,,,,,,,,,
25831,4201,1112,6,20,1112-06-20T00:00:00,,ITALY,CAMPANIA,NAPLES,40.83,14.25,50,2,,,,,,,,1,,,,,,,,,,,,
10898,2852,1169,2,4,1169-02-04T07:00:00,,ITALY,SICILY,"MESSINA, SICILY",38.18,15.562,50,108,,,,,,,,1,,,,,,,,,,,,
10899,3107,1169,2,11,1169-02-11T00:00:00,,ITALY,,CALABRIAN ARC,,,50,,,,,,,,,1,,,,,,,,,,,,
10900,3108,1172,,,,,ITALY,SICILY,ISLAND OF SICILY,38.0,15.0,50,0,,,,,,,,1,,,,3,,,,,,,,
16090,100,1202,5,20,1202-05-20T00:00:00,,EGYPT,,COAST,31.2,29.919,50,626,,,,,,,,1,,,,,,,,,,,,
62,100,1202,5,20,1202-05-20T00:00:00,,CYPRUS,,LIMASSOL,34.67,33.03,50,303,,,,,,,,1,,,,,,,,,,,,
15703,100,1202,5,20,1202-05-20T00:00:00,,CYPRUS,,PAPHOS,34.75,32.42,50,358,,,,,,,,1,,,,,,,,1,,,,
64,101,1222,5,,,,CYPRUS,,PAPHOS,34.75,32.42,50,60,,,,,,,,1,,,,,,,,,,,,
63,101,1222,5,,,,CYPRUS,,LIMASSOL,34.67,33.03,50,19,,,,,,,,1,,,,,,,,,,,,
25837,3478,1231,3,11,1231-03-11T00:00:00,,TURKEY,,ISTANBUL (CONSTANTINOPLE),41.019,28.965,50,31,,,,,,,,1,,,,,,,,,,,,
10901,3109,1265,8,11,1265-08-11T00:00:00,,TURKEY,,ISLAND OF PROCONNESUS (MARMARA IS),40.633,27.617,50,20,,,,,,,,1,,,,,,,,,,,,
10902,108,1273,3,,,,ALBANIA,,DURRES,41.3231,19.4414,50,22,,,,,,,,1,,,,,,,,,,,,
16094,111,1303,8,8,1303-08-08T00:00:00,,EGYPT,,EGYPT COAST,,,50,,,,,,,,,1,,,,,,,,,,,,
15732,111,1303,8,8,1303-08-08T00:00:00,,GREECE,,PELOPENNESUS,,,50,,,,,,,,,1,,,,,,,,,,,,
10909,111,1303,8,8,1303-08-08T00:00:00,,GREECE,,ISLAND OF RHODES,36.167,28.0,50,158,,,,,,,,1,,,,,,,,,,,,
66,111,1303,8,8,1303-08-08T00:00:00,,EGYPT,,ALEXANDRIA,31.2,29.919,50,503,,,,,,,,1,,,70,2,,,,1,,,,
10906,111,1303,8,8,1303-08-08T00:00:00,,LEBANON,,LEBANON COAST,,,50,,,,,,,,,1,,,,,,,,,,,,
10903,111,1303,8,8,1303-08-08T00:00:00,,GREECE,,"CANDIA, CRETE",35.333,25.133,50,174,,,,,,,,1,,,,3,,,,3,,,,
